x_over_c,Cp
1.000000000000000000e+00,3.634687627353726525e-01
9.937106918238993725e-01,3.958330198326022176e-01
9.874213836477987449e-01,4.278207650450993604e-01
9.811320754716981174e-01,4.524327157929598497e-01
9.748427672955974899e-01,4.530277532851737510e-01
9.685534591194968623e-01,3.951306577668129982e-01
9.622641509433962348e-01,2.271441361103988532e-01
9.559748427672956073e-01,-6.873398698703647725e-02
9.496855345911949797e-01,-3.896158396524485035e-01
9.433962264150943522e-01,-5.911739765194816698e-01
9.371069182389937247e-01,-6.531827276591701814e-01
9.308176100628930971e-01,-6.356606294382833866e-01
9.245283018867924696e-01,-5.883877194908817554e-01
9.182389937106918421e-01,-5.353305731401214462e-01
9.119496855345912145e-01,-4.854896914892892212e-01
9.056603773584905870e-01,-4.414430030312921360e-01
8.993710691823899595e-01,-4.033596237803453999e-01
8.930817610062893319e-01,-3.706238631746303636e-01
8.867924528301887044e-01,-3.424483341563728800e-01
8.805031446540880768e-01,-3.180880350265238299e-01
8.742138364779874493e-01,-2.969020201554501970e-01
8.679245283018868218e-01,-2.783593533781874019e-01
8.616352201257861942e-01,-2.620267879321931392e-01
8.553459119496855667e-01,-2.475523325756376902e-01
8.490566037735849392e-01,-2.346497188205651785e-01
8.427672955974843116e-01,-2.230852331542820810e-01
8.364779874213836841e-01,-2.126670540458186487e-01
8.301886792452830566e-01,-2.032367931000622630e-01
8.238993710691824290e-01,-1.946628412378443862e-01
8.176100628930818015e-01,-1.868351454026095926e-01
8.113207547169811740e-01,-1.796611019095084583e-01
8.050314465408805464e-01,-1.730623160873252520e-01
7.987421383647799189e-01,-1.669720332404793783e-01
7.924528301886792914e-01,-1.613330907765715416e-01
7.861635220125786638e-01,-1.560962763589892610e-01
7.798742138364780363e-01,-1.512190038224219268e-01
7.735849056603774088e-01,-1.466642390529411255e-01
7.672955974842767812e-01,-1.423996235691207257e-01
7.610062893081761537e-01,-1.383967553370843984e-01
7.547169811320755262e-01,-1.346305953302722180e-01
7.484276729559748986e-01,-1.310789752014551723e-01
7.421383647798742711e-01,-1.277221866936526506e-01
7.358490566037736436e-01,-1.245426374694322824e-01
7.295597484276730160e-01,-1.215245611769473211e-01
7.232704402515723885e-01,-1.186537720144853481e-01
7.169811320754717610e-01,-1.159174559671345417e-01
7.106918238993711334e-01,-1.133039923927066095e-01
7.044025157232705059e-01,-1.108028008222985417e-01
6.981132075471698784e-01,-1.084042087845562552e-01
6.918238993710692508e-01,-1.060993372155740744e-01
6.855345911949686233e-01,-1.038800006196924919e-01
6.792452830188679958e-01,-1.017386196319107761e-01
6.729559748427673682e-01,-9.966814402477930379e-02
6.666666666666667407e-01,-9.766198452045182776e-02
6.603773584905661131e-01,-9.571395202695387461e-02
6.540880503144654856e-01,-9.381820312824773467e-02
6.477987421383648581e-01,-9.196919082952437208e-02
6.415094339622642305e-01,-9.016161969947811272e-02
6.352201257861636030e-01,-8.839040466592407164e-02
6.289308176100629755e-01,-8.665063281439855380e-02
6.226415094339623479e-01,-8.493752761506101479e-02
6.163522012578617204e-01,-8.324641506407481906e-02
6.100628930817610929e-01,-8.157269127396626907e-02
6.037735849056604653e-01,-7.991179108508905671e-02
5.974842767295597268e-01,-7.825915729863841541e-02
5.911949685534590992e-01,-7.661021015178048899e-02
5.849056603773584717e-01,-7.496031666832458917e-02
5.786163522012578442e-01,-7.330475952452020216e-02
5.723270440251572166e-01,-7.163870506965541729e-02
5.660377358490565891e-01,-6.995717013541091767e-02
5.597484276729559616e-01,-6.825498725676970579e-02
5.534591194968553340e-01,-6.652676791088607544e-02
5.471698113207547065e-01,-6.476686335883852230e-02
5.408805031446540790e-01,-6.296932264891141884e-02
5.345911949685534514e-01,-6.112784730920295395e-02
5.283018867924528239e-01,-5.923574222234573305e-02
5.220125786163521964e-01,-5.728586213667496985e-02
5.157232704402515688e-01,-5.527055322717266961e-02
5.094339622641509413e-01,-5.318158907761127985e-02
5.031446540880503138e-01,-5.101010041465459111e-02
4.968553459119496862e-01,-4.874649788873020029e-02
4.905660377358490587e-01,-4.638038717001724542e-02
4.842767295597484312e-01,-4.390047561791332598e-02
4.779874213836478036e-01,-4.129446979866968626e-02
4.716981132075471761e-01,-3.854896318238743014e-02
4.654088050314465486e-01,-3.564931346655164646e-02
4.591194968553459210e-01,-3.257950917553609216e-02
4.528301886792452935e-01,-2.932202551097939924e-02
4.465408805031446660e-01,-2.585766992717819512e-02
4.402515723270440384e-01,-2.216541864767695991e-02
4.339622641509434109e-01,-1.822224641747460794e-02
4.276729559748427834e-01,-1.400295332542023097e-02
4.213836477987421558e-01,-9.479994701196314821e-03
4.150943396226415283e-01,-4.623323112525223877e-03
4.088050314465409008e-01,5.997443499990984250e-04
4.025157232704402732e-01,6.224614639593895049e-03
3.962264150943396457e-01,1.228876545656065744e-02
3.899371069182390181e-01,1.883028774350414825e-02
3.836477987421383906e-01,2.589232567662058671e-02
3.773584905660377631e-01,3.352053256600329156e-02
3.710691823899371355e-01,4.176209166796485128e-02
3.647798742138365080e-01,5.066463467723691938e-02
3.584905660377358805e-01,6.027461547379930895e-02
3.522012578616352529e-01,7.063495939782560296e-02
3.459119496855346254e-01,8.178177077604509293e-02
3.396226415094339979e-01,9.373984932624301880e-02
3.333333333333333703e-01,1.065167517771535843e-01
3.270440251572327428e-01,1.200951591953690611e-01
3.207547169811321153e-01,1.344234045564089985e-01
3.144654088050314877e-01,1.494042222100210315e-01
3.081761006289308602e-01,1.648821522099835901e-01
3.018867924528302327e-01,1.806306136552215946e-01
2.955974842767295496e-01,1.963404630567132658e-01
2.893081761006289221e-01,2.116128033745198200e-01
2.830188679245282946e-01,2.259596884753268808e-01
2.767295597484276670e-01,2.388167685992893530e-01
2.704402515723270395e-01,2.495712825496411158e-01
2.641509433962264120e-01,2.576065939443551445e-01
2.578616352201257844e-01,2.623605678157938659e-01
2.515723270440251569e-01,2.633901898946863218e-01
2.452830188679245293e-01,2.604306128213372817e-01
2.389937106918239018e-01,2.534354153466874537e-01
2.327044025157232743e-01,2.425877578559373360e-01
2.264150943396226467e-01,2.282789523230619455e-01
2.201257861635220192e-01,2.110593264805613600e-01
2.138364779874213917e-01,1.915728430572880558e-01
2.075471698113207641e-01,1.704893611880400339e-01
2.012578616352201366e-01,1.484464385711874446e-01
1.949685534591195091e-01,1.260077998589751447e-01
1.886792452830188815e-01,1.036403339552260938e-01
1.823899371069182540e-01,8.170747394128341501e-02
1.761006289308176265e-01,6.047473231505162694e-02
1.698113207547169989e-01,4.012279428847309592e-02
1.635220125786163714e-01,2.076428223458137712e-02
1.572327044025157439e-01,2.461460318803676550e-03
1.509433962264151163e-01,-1.475668704651567076e-02
1.446540880503144610e-01,-3.087860906960160357e-02
1.383647798742138335e-01,-4.589547395341586622e-02
