x_over_c,Cp
1.000000000000000000e+00,3.656279230757759624e-01
9.937106918238993725e-01,4.001550060568792588e-01
9.874213836477987449e-01,4.353040274453573444e-01
9.811320754716981174e-01,4.645849663548650144e-01
9.748427672955974899e-01,4.720281968675805739e-01
9.685534591194968623e-01,4.236422021142284278e-01
9.622641509433962348e-01,2.667701302761118498e-01
9.559748427672956073e-01,-2.105559474718932123e-02
9.496855345911949797e-01,-3.427246136094852513e-01
9.433962264150943522e-01,-5.529304722558765484e-01
9.371069182389937247e-01,-6.255020400591697616e-01
9.308176100628930971e-01,-6.168694042933098309e-01
9.245283018867924696e-01,-5.762027174193338208e-01
9.182389937106918421e-01,-5.279155122387706456e-01
9.119496855345912145e-01,-4.815521572735312894e-01
9.056603773584905870e-01,-4.401034330154189878e-01
8.993710691823899595e-01,-4.040185594818117565e-01
8.930817610062893319e-01,-3.728669190758409080e-01
8.867924528301887044e-01,-3.459838643029413685e-01
8.805031446540880768e-01,-3.227070564729126456e-01
8.742138364779874493e-01,-3.024523287310498798e-01
8.679245283018868218e-01,-2.847285648790047752e-01
8.616352201257861942e-01,-2.691310255505077187e-01
8.553459119496855667e-01,-2.553285368377693487e-01
8.490566037735849392e-01,-2.430503223773250454e-01
8.427672955974843116e-01,-2.320744080094467865e-01
8.364779874213836841e-01,-2.222180235917907698e-01
8.301886792452830566e-01,-2.133298780337891110e-01
8.238993710691824290e-01,-2.052840198407097638e-01
8.176100628930818015e-01,-1.979749801030659118e-01
8.113207547169811740e-01,-1.913139306265072559e-01
8.050314465408805464e-01,-1.852256377255241393e-01
7.987421383647799189e-01,-1.796460374945247906e-01
7.924528301886792914e-01,-1.745202966077470386e-01
7.861635220125786638e-01,-1.698012533549113634e-01
7.798742138364780363e-01,-1.654481575690089912e-01
7.735849056603774088e-01,-1.614256465710661725e-01
7.672955974842767812e-01,-1.577029084145298299e-01
7.610062893081761537e-01,-1.542529945464188312e-01
7.547169811320755262e-01,-1.510522523006136986e-01
7.484276729559748986e-01,-1.480798540100254357e-01
