eval_index,span_m,root_chord_m,tip_chord_m,sweep_deg,twist_deg,airfoil_id,feasible,penalty,cost,obj_cl,obj_cd,CL,CD,LD,wing_area_m2,aspect_ratio
986,1.969465606930264,0.15,0.05025730316135782,21.78078674477942,-0.8027209900953198,NACA2412,True,0.0,-33.79285410581906,-0.5131283901919251,0.013918862009584506,0.5131283901919251,0.013918862009584506,33.79285410581906,0.19719993555645074,19.66935113815412
954,1.9999659713052993,0.15,0.05105252255976976,29.989644128305603,-4.435739384067933,NACA4412,True,0.0,-34.34100889174022,-0.4981595635340657,0.013361478421319456,0.4981595635340657,0.013361478421319456,34.34100889174022,0.20104910178231525,19.89496024065792
858,2.0,0.15001437917270707,0.05,29.415186373786515,-0.7728767334702465,NACA2412,True,0.0,-33.85064103940059,-0.4863868324776723,0.013129426193205786,0.4863868324776723,0.013129426193205786,33.85064103940059,0.2000143791727071,19.998562186102163
904,2.0,0.15,0.05257524934868412,22.477119119500617,2.066092446449516,NACA0012,True,0.0,-31.613507845284712,-0.4594195775989875,0.01288847415340944,0.4594195775989875,0.01288847415340944,31.613507845284712,0.20257524934868412,19.745748865474532
904,2.0,0.15,0.05257524934868412,22.477119119500617,2.066092446449516,NACA0012,True,0.0,-31.613507845284712,-0.4594195775989875,0.01288847415340944,0.4594195775989875,0.01288847415340944,31.613507845284712,0.20257524934868412,19.745748865474532
937,1.9893305801460877,0.15,0.05153453657252441,30.0,1.7906146515115189,NACA0012,True,0.0,-30.735081896078427,-0.42141171416059375,0.01206808651834707,0.42141171416059375,0.01206808651834707,30.735081896078427,0.20045940827964645,19.741832977894635
937,1.9893305801460877,0.15,0.05153453657252441,30.0,1.7906146515115189,NACA0012,True,0.0,-30.735081896078427,-0.42141171416059375,0.01206808651834707,0.42141171416059375,0.01206808651834707,30.735081896078427,0.20045940827964645,19.741832977894635
974,1.9780725699941744,0.15,0.050098668436185954,28.474771323918635,-2.860801359245336,NACA2412,True,0.0,-29.312869583373324,-0.398774627286699,0.011750640171010837,0.398774627286699,0.011750640171010837,29.312869583373324,0.19790484366298927,19.770971845572348
652,1.9544498019554122,0.15,0.05,30.0,-3.2034756726160563,NACA2412,True,0.0,-28.26485219929059,-0.37826633374276025,0.011453297443394954,0.37826633374276025,0.011453297443394954,28.26485219929059,0.19544498019554124,19.54449801955412
910,1.9990106685326328,0.15,0.050287325192102356,30.0,-3.720579478615086,NACA2412,True,0.0,-27.19056945289179,-0.35673343996350426,0.011073401585408841,0.35673343996350426,0.011073401585408841,27.19056945289179,0.20018824991543868,19.961429577386525
