x_over_c,Cp
1.000000000000000000e+00,4.085904975856680110e-01
9.937106918238993725e-01,4.482941351078986170e-01
9.874213836477987449e-01,4.915596297595399289e-01
9.811320754716981174e-01,5.337208319894435338e-01
9.748427672955974899e-01,5.615691141236054396e-01
9.685534591194968623e-01,5.441822099266159229e-01
9.622641509433962348e-01,4.282865451048269989e-01
9.559748427672956073e-01,1.786392701834726982e-01
9.496855345911949797e-01,-1.294702402941865227e-01
9.433962264150943522e-01,-3.548033887120118912e-01
9.371069182389937247e-01,-4.547881730153029434e-01
9.308176100628930971e-01,-4.724903753726863442e-01
9.245283018867924696e-01,-4.529097539292739061e-01
9.182389937106918421e-01,-4.206154715991201609e-01
9.119496855345912145e-01,-3.863086367441577185e-01
9.056603773584905870e-01,-3.540621780517791972e-01
8.993710691823899595e-01,-3.251352606506305865e-01
8.930817610062893319e-01,-2.996672746144104504e-01
8.867924528301887044e-01,-2.773897398770450717e-01
8.805031446540880768e-01,-2.579173864134214345e-01
8.742138364779874493e-01,-2.408625139957196737e-01
8.679245283018868218e-01,-2.258756563340258428e-01
8.616352201257861942e-01,-2.126559909127829773e-01
8.553459119496855667e-01,-2.009498974539858374e-01
8.490566037735849392e-01,-1.905454430815112232e-01
8.427672955974843116e-01,-1.812660120089701898e-01
8.364779874213836841e-01,-1.729643294615346161e-01
8.301886792452830566e-01,-1.655172864657934451e-01
8.238993710691824290e-01,-1.588216223729070897e-01
8.176100628930818015e-01,-1.527903886806203371e-01
8.113207547169811740e-01,-1.473500779695633423e-01
8.050314465408805464e-01,-1.424383006722673706e-01
7.987421383647799189e-01,-1.380019055649823745e-01
7.924528301886792914e-01,-1.339954567394916474e-01
7.861635220125786638e-01,-1.303799960572142869e-01
7.798742138364780363e-01,-1.271220341932315367e-01
7.735849056603774088e-01,-1.241927250370222779e-01
7.672955974842767812e-01,-1.215671876078556757e-01
7.610062893081761537e-01,-1.192239471025591246e-01
7.547169811320755262e-01,-1.171444725767663009e-01
7.484276729559748986e-01,-1.153127933867985622e-01
7.421383647798742711e-01,-1.137151801552387376e-01
7.358490566037736436e-01,-1.123398788847091989e-01
7.295597484276730160e-01,-1.111768891020485928e-01
7.232704402515723885e-01,-1.102177787023626010e-01
7.169811320754717610e-01,-1.094555295830896835e-01
7.106918238993711334e-01,-1.088844092926435358e-01
7.044025157232705059e-01,-1.084998648287220924e-01
6.981132075471698784e-01,-1.082984354563134577e-01
6.918238993710692508e-01,-1.082776820124593531e-01
6.855345911949686233e-01,-1.084361306532273250e-01
6.792452830188679958e-01,-1.087732294011902745e-01
6.729559748427673682e-01,-1.092893161870469587e-01
6.666666666666667407e-01,-1.099855973612775539e-01
6.603773584905661131e-01,-1.108641358923405651e-01
6.540880503144654856e-01,-1.119278486761119407e-01
6.477987421383648581e-01,-1.131805125645912735e-01
6.415094339622642305e-01,-1.146267788864849813e-01
6.352201257861636030e-01,-1.162721963833843741e-01
6.289308176100629755e-01,-1.181232426272238456e-01
6.226415094339623479e-01,-1.201873641214563637e-01
6.163522012578617204e-01,-1.224730254233181714e-01
6.100628930817610929e-01,-1.249897677608846625e-01
6.037735849056604653e-01,-1.277482777592828800e-01
5.974842767295597268e-01,-1.307604670384385770e-01
5.911949685534590992e-01,-1.340395636028735016e-01
5.849056603773584717e-01,-1.376002161154816772e-01
5.786163522012578442e-01,-1.414586123348020585e-01
5.723270440251572166e-01,-1.456326132025542730e-01
5.660377358490565891e-01,-1.501419042983396235e-01
5.597484276729559616e-01,-1.550081666353351206e-01
5.534591194968553340e-01,-1.602552690582796924e-01
5.471698113207547065e-01,-1.659094848272231193e-01
5.408805031446540790e-01,-1.719997353316460309e-01
5.345911949685534514e-01,-1.785578642837768459e-01
5.283018867924528239e-01,-1.856189461913575478e-01
