x_over_c,Cp
1.000000000000000000e+00,3.589967133885930695e-01
9.937106918238993725e-01,3.905979318682780699e-01
9.874213836477987449e-01,4.214854115765265252e-01
9.811320754716981174e-01,4.444679529631335724e-01
9.748427672955974899e-01,4.426280071472057376e-01
9.685534591194968623e-01,3.812201877339130851e-01
9.622641509433962348e-01,2.088372907874027629e-01
9.559748427672956073e-01,-9.082429948144565834e-02
9.496855345911949797e-01,-4.126265391707433228e-01
9.433962264150943522e-01,-6.121130608888685209e-01
9.371069182389937247e-01,-6.709761333562243024e-01
9.308176100628930971e-01,-6.506197065159353699e-01
9.245283018867924696e-01,-6.011842208869249138e-01
9.182389937106918421e-01,-5.465630469630597954e-01
9.119496855345912145e-01,-4.956040019500962401e-01
9.056603773584905870e-01,-4.507557482068051957e-01
8.993710691823899595e-01,-4.120947863293298319e-01
8.930817610062893319e-01,-3.789420129093739043e-01
8.867924528301887044e-01,-3.504668680016318483e-01
8.805031446540880768e-01,-3.258946756280145518e-01
8.742138364779874493e-01,-3.045637800523062211e-01
8.679245283018868218e-01,-2.859285442316066295e-01
8.616352201257861942e-01,-2.695451099816452700e-01
8.553459119496855667e-01,-2.550537057764068471e-01
8.490566037735849392e-01,-2.421622776476712868e-01
8.427672955974843116e-01,-2.306327566416757069e-01
8.364779874213836841e-01,-2.202700081738855342e-01
8.301886792452830566e-01,-2.109131028162680721e-01
8.238993710691824290e-01,-2.024284710150772160e-01
8.176100628930818015e-01,-1.947045422588902230e-01
8.113207547169811740e-01,-1.876475383062194968e-01
8.050314465408805464e-01,-1.811781590514394136e-01
7.987421383647799189e-01,-1.752289585209367839e-01
7.924528301886792914e-01,-1.697422556443985986e-01
7.861635220125786638e-01,-1.646684610236959223e-01
7.798742138364780363e-01,-1.599647288616570240e-01
7.735849056603774088e-01,-1.555938644070846699e-01
7.672955974842767812e-01,-1.515234333159358737e-01
7.610062893081761537e-01,-1.477250314837326162e-01
7.547169811320755262e-01,-1.441736831380409090e-01
7.484276729559748986e-01,-1.408473420211786564e-01
7.421383647798742711e-01,-1.377264758869720662e-01
7.358490566037736436e-01,-1.347937186873522375e-01
7.295597484276730160e-01,-1.320335780372468015e-01
7.232704402515723885e-01,-1.294321880451663187e-01
7.169811320754717610e-01,-1.269770995509511557e-01
7.106918238993711334e-01,-1.246571013481450052e-01
7.044025157232705059e-01,-1.224620671820342288e-01
6.981132075471698784e-01,-1.203828242780629054e-01
6.918238993710692508e-01,-1.184110399242694900e-01
6.855345911949686233e-01,-1.165391232478465433e-01
6.792452830188679958e-01,-1.147601398223676572e-01
6.729559748427673682e-01,-1.130677371437809331e-01
6.666666666666667407e-01,-1.114560793393464255e-01
6.603773584905661131e-01,-1.099197897395916002e-01
6.540880503144654856e-01,-1.084539001608961772e-01
6.477987421383648581e-01,-1.070538059248973273e-01
6.415094339622642305e-01,-1.057152257879792057e-01
6.352201257861636030e-01,-1.044341660754419809e-01
6.289308176100629755e-01,-1.032068884153549693e-01
6.226415094339623479e-01,-1.020298805502026784e-01
6.163522012578617204e-01,-1.008998297733076921e-01
6.100628930817610929e-01,-9.981359859403093893e-02
6.037735849056604653e-01,-9.876820228286931069e-02
5.974842767295597268e-01,-9.776078798633380806e-02
5.911949685534590992e-01,-9.678861513319070298e-02
5.849056603773584717e-01,-9.584903687927281979e-02
5.786163522012578442e-01,-9.493948235848304051e-02
5.723270440251572166e-01,-9.405743952342437986e-02
5.660377358490565891e-01,-9.320043837089508898e-02
5.597484276729559616e-01,-9.236603435569223919e-02
5.534591194968553340e-01,-9.155179180112682502e-02
5.471698113207547065e-01,-9.075526711666892510e-02
5.408805031446540790e-01,-8.997399163250219267e-02
5.345911949685534514e-01,-8.920545385769029778e-02
5.283018867924528239e-01,-8.844708096341791226e-02
5.220125786163521964e-01,-8.769621928572202130e-02
5.157232704402515688e-01,-8.695011363358395862e-02
5.094339622641509413e-01,-8.620588517887117774e-02
5.031446540880503138e-01,-8.546050769505453282e-02
4.968553459119496862e-01,-8.471078190303393818e-02
4.905660377358490587e-01,-8.395330767627418034e-02
4.842767295597484312e-01,-8.318445385597228459e-02
4.779874213836478036e-01,-8.240032543315911617e-02
4.716981132075471761e-01,-8.159672787281757600e-02
4.654088050314465486e-01,-8.076912839112493359e-02
4.591194968553459210e-01,-7.991261405915262017e-02
4.528301886792452935e-01,-7.902184670603951133e-02
4.465408805031446660e-01,-7.809101474742341509e-02
4.402515723270440384e-01,-7.711378229199694623e-02
4.339622641509434109e-01,-7.608323620921941810e-02
4.276729559748427834e-01,-7.499183231321726595e-02
4.213836477987421558e-01,-7.383134248356437723e-02
4.150943396226415283e-01,-7.259280547132607175e-02
4.088050314465409008e-01,-7.126648541799518455e-02
4.025157232704402732e-01,-6.984184386051173199e-02
3.962264150943396457e-01,-6.830779842149037329e-02
3.899371069182390181e-01,-6.665330514927036987e-02
3.836477987421383906e-01,-6.486559941368175153e-02
3.773584905660377631e-01,-6.293115374063917855e-02
3.710691823899371355e-01,-6.083600318980009192e-02
3.647798742138365080e-01,-5.856607690658988119e-02
3.584905660377358805e-01,-5.610769756102373940e-02
3.522012578616352529e-01,-5.344830434660918783e-02
3.459119496855346254e-01,-5.057746697712062200e-02
3.396226415094339979e-01,-4.748826828230034991e-02
3.333333333333333703e-01,-4.417913777341953008e-02
3.270440251572327428e-01,-4.065621156974930095e-02
3.207547169811321153e-01,-3.693626563228580295e-02
3.144654088050314877e-01,-3.305020596014074385e-02
3.081761006289308602e-01,-2.904698534710270508e-02
3.018867924528302327e-01,-2.499763712316172004e-02
2.955974842767295496e-01,-2.099886826610530832e-02
2.893081761006289221e-01,-1.717535933898295397e-02
2.830188679245282946e-01,-1.367964374802932426e-02
2.767295597484276670e-01,-1.068830948724830421e-02
2.704402515723270395e-01,-8.393457060803077852e-03
2.641509433962264120e-01,-6.989022428198321535e-03
2.578616352201257844e-01,-6.652775043081815554e-03
2.515723270440251569e-01,-7.526315745145506497e-03
2.452830188679245293e-01,-9.696713982326077286e-03
2.389937106918239018e-01,-1.318387456266356672e-02
2.327044025157232743e-01,-1.793684883378698913e-02
2.264150943396226467e-01,-2.384020594592195508e-02
2.201257861635220192e-01,-3.072899515245142155e-02
2.138364779874213917e-01,-3.840878164200667300e-02
2.075471698113207641e-01,-4.667646578122863765e-02
2.012578616352201366e-01,-5.533818770826948175e-02
1.949685534591195091e-01,-6.422207844803673460e-02
1.886792452830188815e-01,-7.318523741265403615e-02
1.823899371069182540e-01,-8.211555272621695600e-02
1.761006289308176265e-01,-9.092962230019807635e-02
1.698113207547169989e-01,-9.956814251325196707e-02
1.635220125786163714e-01,-1.079898992322292361e-01
1.572327044025157439e-01,-1.161651162617305388e-01
1.509433962264151163e-01,-1.240685215496901694e-01
1.446540880503144610e-01,-1.316721440711094981e-01
1.383647798742138335e-01,-1.389375646969936984e-01
1.320754716981132060e-01,-1.458070940813556149e-01
1.257861635220125784e-01,-1.521931111074978915e-01
1.194968553459119509e-01,-1.579645422147102352e-01
1.132075471698113234e-01,-1.629291894761177861e-01
1.069182389937106958e-01,-1.668103628563801788e-01
1.006289308176100683e-01,-1.692161764857436079e-01
9.433962264150944077e-02,-1.696002707530646081e-01
8.805031446540881324e-02,-1.672143614197423300e-01
8.176100628930818570e-02,-1.610573372878023601e-01
7.547169811320755817e-02,-1.498350857746753029e-01
6.918238993710691676e-02,-1.319630514599305915e-01
6.289308176100628922e-02,-1.056712555169150303e-01
5.660377358490566169e-02,-6.930084994286600519e-02
5.031446540880503415e-02,-2.187813203843513854e-02
4.402515723270440662e-02,3.605454185199219452e-02
3.773584905660377908e-02,1.016414538332185424e-01
3.144654088050314461e-02,1.695588853887621816e-01
2.515723270440251708e-02,2.330633610431908087e-01
1.886792452830188954e-02,2.860564628736456116e-01
1.257861635220125854e-02,3.250865880354061321e-01
6.289308176100629269e-03,3.504306782976830403e-01
0.000000000000000000e+00,3.763384289243016934e-01
0.000000000000000000e+00,3.548725130482922596e-01
6.289308176100629269e-03,3.052460736915805217e-01
1.257861635220125854e-02,2.735667229572806836e-01
1.886792452830188954e-02,2.298736742472545780e-01
2.515723270440251708e-02,1.691051949252503350e-01
3.144654088050314461e-02,9.050985801996258573e-02
3.773584905660377908e-02,-1.405205679280152609e-03
4.402515723270440662e-02,-9.712228313298920668e-02
5.031446540880503415e-02,-1.852351385725539146e-01
5.660377358490566169e-02,-2.569020845868454916e-01
6.289308176100628922e-02,-3.084698997792676423e-01
6.918238993710691676e-02,-3.410174268199923642e-01
7.547169811320755817e-02,-3.582156031845324939e-01
8.176100628930818570e-02,-3.643276481182211590e-01
8.805031446540881324e-02,-3.630934362934985504e-01
9.433962264150944077e-02,-3.573698709994634903e-01
