x_over_c,Cp
1.000000000000000000e+00,3.656979953259276162e-01
9.937106918238993725e-01,3.984800690294836301e-01
9.874213836477987449e-01,4.310720048174496721e-01
9.811320754716981174e-01,4.565806418161408864e-01
9.748427672955974899e-01,4.585177164011847717e-01
9.685534591194968623e-01,4.025574003005321089e-01
9.622641509433962348e-01,2.369972819250376617e-01
9.559748427672956073e-01,-5.679348350648316668e-02
9.496855345911949797e-01,-3.771713164047874045e-01
9.433962264150943522e-01,-5.798800665175212199e-01
9.371069182389937247e-01,-6.436334972789057307e-01
9.308176100628930971e-01,-6.276840514652892722e-01
9.245283018867924696e-01,-5.816124782129246107e-01
9.182389937106918421e-01,-5.294258386304948605e-01
9.119496855345912145e-01,-4.802090697587180212e-01
9.056603773584905870e-01,-4.366115868597131300e-01
8.993710691823899595e-01,-3.988537260765168124e-01
8.930817610062893319e-01,-3.663548689857896168e-01
8.867924528301887044e-01,-3.383515087913926411e-01
8.805031446540880768e-01,-3.141150599920745634e-01
8.742138364779874493e-01,-2.930160365387448618e-01
8.679245283018868218e-01,-2.745316392584749021e-01
8.616352201257861942e-01,-2.582344973989030290e-01
8.553459119496855667e-01,-2.437769305874804004e-01
8.490566037735849392e-01,-2.308758785601667807e-01
8.427672955974843116e-01,-2.193000457093319255e-01
8.364779874213836841e-01,-2.088594524795674978e-01
8.301886792452830566e-01,-1.993971260576035132e-01
8.238993710691824290e-01,-1.907825524581017174e-01
8.176100628930818015e-01,-1.829065293199303444e-01
8.113207547169811740e-01,-1.756771146566253883e-01
8.050314465408805464e-01,-1.690164273340228895e-01
7.987421383647799189e-01,-1.628581084693696557e-01
7.924528301886792914e-01,-1.571452964734092461e-01
7.861635220125786638e-01,-1.518290026064395004e-01
7.798742138364780363e-01,-1.468668002106994219e-01
7.735849056603774088e-01,-1.422217608414839685e-01
7.672955974842767812e-01,-1.378615857728975325e-01
7.610062893081761537e-01,-1.337578929522531546e-01
7.547169811320755262e-01,-1.298856283135496614e-01
7.484276729559748986e-01,-1.262225771152141185e-01
7.421383647798742711e-01,-1.227489561520298533e-01
7.358490566037736436e-01,-1.194470716892626072e-01
7.295597484276730160e-01,-1.163010310651098056e-01
7.232704402515723885e-01,-1.132964983203825771e-01
