x_over_c,Cp
1.000000000000000000e+00,3.734295180608367959e-01
9.937106918238993725e-01,4.090566670975388508e-01
9.874213836477987449e-01,4.459172148635014432e-01
9.811320754716981174e-01,4.778649564666964666e-01
9.748427672955974899e-01,4.894168295002323532e-01
9.685534591194968623e-01,4.470324330172092964e-01
9.622641509433962348e-01,2.976352585202916012e-01
9.559748427672956073e-01,1.597307314082208052e-02
9.496855345911949797e-01,-3.048513025826204981e-01
9.433962264150943522e-01,-5.195761323418888189e-01
9.371069182389937247e-01,-5.984707744917283634e-01
9.308176100628930971e-01,-5.954941110151117378e-01
9.245283018867924696e-01,-5.592195144424751962e-01
9.182389937106918421e-01,-5.142279533799394287e-01
9.119496855345912145e-01,-4.703576389912358380e-01
9.056603773584905870e-01,-4.308414892418657161e-01
8.993710691823899595e-01,-3.963001514942499082e-01
8.930817610062893319e-01,-3.664196197527231913e-01
8.867924528301887044e-01,-3.406143742504836869e-01
8.805031446540880768e-01,-3.182764265096369449e-01
8.742138364779874493e-01,-2.988596195823711721e-01
8.679245283018868218e-01,-2.818999600772051917e-01
8.616352201257861942e-01,-2.670124663338735438e-01
8.553459119496855667e-01,-2.538806552228412006e-01
8.490566037735849392e-01,-2.422448964249186432e-01
8.427672955974843116e-01,-2.318918423576050714e-01
8.364779874213836841e-01,-2.226455325264575791e-01
8.301886792452830566e-01,-2.143601581896832364e-01
8.238993710691824290e-01,-2.069142698068839881e-01
8.176100628930818015e-01,-2.002061697410026930e-01
8.113207547169811740e-01,-1.941502529139451649e-01
8.050314465408805464e-01,-1.886740960198276529e-01
7.987421383647799189e-01,-1.837161347517375365e-01
7.924528301886792914e-01,-1.792238024969947663e-01
7.861635220125786638e-01,-1.751520317804475813e-01
7.798742138364780363e-01,-1.714620417679721953e-01
7.735849056603774088e-01,-1.681203522958631957e-01
7.672955974842767812e-01,-1.650979781364112497e-01
7.610062893081761537e-01,-1.623697674029598303e-01
7.547169811320755262e-01,-1.599138558405219790e-01
7.484276729559748986e-01,-1.577112147929575769e-01
7.421383647798742711e-01,-1.557452753108230503e-01
7.358490566037736436e-01,-1.540016144903029183e-01
7.295597484276730160e-01,-1.524676929599002584e-01
7.232704402515723885e-01,-1.511326346446124624e-01
7.169811320754717610e-01,-1.499870416788253724e-01
7.106918238993711334e-01,-1.490228387166396828e-01
7.044025157232705059e-01,-1.482331419836933062e-01
6.981132075471698784e-01,-1.476121492902990884e-01
6.918238993710692508e-01,-1.471550479299941205e-01
6.855345911949686233e-01,-1.468579379572749755e-01
6.792452830188679958e-01,-1.467177688021632509e-01
6.729559748427673682e-01,-1.467322875595746812e-01
6.666666666666667407e-01,-1.468999976056635237e-01
6.603773584905661131e-01,-1.472201264553236744e-01
6.540880503144654856e-01,-1.476926019954984959e-01
6.477987421383648581e-01,-1.483180364168443788e-01
6.415094339622642305e-01,-1.490977173284251389e-01
6.352201257861636030e-01,-1.500336056823043940e-01
6.289308176100629755e-01,-1.511283402617979998e-01
6.226415094339623479e-01,-1.523852486026389119e-01
6.163522012578617204e-01,-1.538083643237513343e-01
6.100628930817610929e-01,-1.554024509465590231e-01
6.037735849056604653e-01,-1.571730323812807750e-01
5.974842767295597268e-01,-1.591264303578034944e-01
5.911949685534590992e-01,-1.612698091795266020e-01
5.849056603773584717e-01,-1.636112282830841647e-01
5.786163522012578442e-01,-1.661597031969181959e-01
5.723270440251572166e-01,-1.689252756092849417e-01
5.660377358490565891e-01,-1.719190933831700185e-01
5.597484276729559616e-01,-1.751535014937766199e-01
5.534591194968553340e-01,-1.786421450154416224e-01
5.471698113207547065e-01,-1.824000854509564284e-01
5.408805031446540790e-01,-1.864439318789528066e-01
5.345911949685534514e-01,-1.907919885957525263e-01
5.283018867924528239e-01,-1.954644211480525140e-01
5.220125786163521964e-01,-2.004834428924842094e-01
5.157232704402515688e-01,-2.058735244770535378e-01
5.094339622641509413e-01,-2.116616289158699260e-01
5.031446540880503138e-01,-2.178774752183354479e-01
4.968553459119496862e-01,-2.245538338298911363e-01
4.905660377358490587e-01,-2.317268574317430385e-01
4.842767295597484312e-01,-2.394364509132627106e-01
