x_over_c,Cp
1.000000000000000000e+00,3.680057826508530416e-01
9.937106918238993725e-01,4.035105475476610248e-01
9.874213836477987449e-01,4.413751058299155705e-01
9.811320754716981174e-01,4.767260234258187124e-01
9.748427672955974899e-01,4.956928829171840523e-01
9.685534591194968623e-01,4.631722000659566074e-01
9.622641509433962348e-01,3.072532153824386603e-01
9.559748427672956073e-01,-4.418196021823739272e-02
9.496855345911949797e-01,-4.880187647758083003e-01
9.433962264150943522e-01,-7.633338541878953443e-01
9.371069182389937247e-01,-8.183756946064963955e-01
9.308176100628930971e-01,-7.651842560421604489e-01
9.245283018867924696e-01,-6.841472508136337005e-01
9.182389937106918421e-01,-6.057625609548247247e-01
9.119496855345912145e-01,-5.379801067551481797e-01
9.056603773584905870e-01,-4.812691928191206170e-01
8.993710691823899595e-01,-4.341106657369400157e-01
8.930817610062893319e-01,-3.947326747541917147e-01
8.867924528301887044e-01,-3.615860344105343849e-01
8.805031446540880768e-01,-3.334244465761966314e-01
8.742138364779874493e-01,-3.092728757010958507e-01
8.679245283018868218e-01,-2.883736982545792582e-01
8.616352201257861942e-01,-2.701368274967914651e-01
8.553459119496855667e-01,-2.540996339817709337e-01
8.490566037735849392e-01,-2.398963414848327425e-01
8.427672955974843116e-01,-2.272350957986866149e-01
8.364779874213836841e-01,-2.158808643710312669e-01
8.301886792452830566e-01,-2.056426570452374314e-01
8.238993710691824290e-01,-1.963639221217656772e-01
8.176100628930818015e-01,-1.879152751592239046e-01
8.113207547169811740e-01,-1.801889484041629963e-01
8.050314465408805464e-01,-1.730945173572371321e-01
7.987421383647799189e-01,-1.665555823922220124e-01
7.924528301886792914e-01,-1.605071703142082473e-01
7.861635220125786638e-01,-1.548936830848179902e-01
7.798742138364780363e-01,-1.496672658051965143e-01
7.735849056603774088e-01,-1.447864985185156605e-01
7.672955974842767812e-01,-1.402153400556598317e-01
7.610062893081761537e-01,-1.359222695170505535e-01
7.547169811320755262e-01,-1.318795838303346013e-01
7.484276729559748986e-01,-1.280628193977566553e-01
7.421383647798742711e-01,-1.244502730359149378e-01
7.358490566037736436e-01,-1.210226028482483951e-01
7.295597484276730160e-01,-1.177624938129433474e-01
7.232704402515723885e-01,-1.146543760463871742e-01
7.169811320754717610e-01,-1.116841861556074900e-01
7.106918238993711334e-01,-1.088391639993988580e-01
7.044025157232705059e-01,-1.061076786679158168e-01
6.981132075471698784e-01,-1.034790786618267067e-01
6.918238993710692508e-01,-1.009435621778558279e-01
